,age,gender,power,prompt,sub_prompt,response_txt,finish_reason
59,20,man,teleport,Imagine a complete and detailed description of a 20-year-old man fictional character who has the superpower of teleport. Write out the entire description in a maximum of 100 words in great detail:,"20, man, teleport","

He's a 20-year-old man with an athletic build, chiseled features and mischievous grey eyes. His sandy brown hair is kept cropped close to his head, and he's usually seen wearing a dark grey hoodie, black jeans and dark green sneakers. He has the superpower of teleportation, which he uses to zip through the sky, appearing and disappearing in the blink of an eye. His power is unpredictable at times, causing unforeseeable lapses in common sense, but his daredevil attitude is what makes him endearing. He's a fun-loving, adventurous soul, with a knack for stirring up trouble in the most unexpected of places.",stop
60,20,man,flight,Imagine a complete and detailed description of a 20-year-old man fictional character who has the superpower of flight. Write out the entire description in a maximum of 100 words in great detail:,"20, man, flight","

He stands at 6 feet tall and is well-built, with short brown hair, bright blue eyes and an athletic figure. He always wears a red cloth cape over a black suit.  Armed with incredible power and speed, he can instantly take off and maneuver through the air with the slightest thought. His wings are white-gold and shimmer when they reflect the light of the sun. His voice can be heard soaring above the wind and his cape flaps dramatically as he soars. He uses his superhuman strength to protect the innocent and to bring justice to those who seek to harm others. He uses his aerial expertise to fly people in trouble out of danger, as well as to bring swift justice to those who have made evil plans. His presence is awe inspiring and implies an unspoken promise of hope, that no matter what darkness may be hidden, justice will always prevail.",stop
61,20,man,flight,Imagine a complete and detailed description of a 20-year-old man fictional character who has the superpower of flight. Write out the entire description in a maximum of 100 words in great detail:,"20, man, flight","

20-year-old Jack is the kind of person who always dreams of the impossible. With his tall stature and oak-brown hair, he stands out in crowds. But little do people know his greater power: Flight.

He can soar through the air with ease with his outstretched wings. His feathers gleam a heavenly blue as he travels over the clouds. He often brings hope and joy to people he crosses paths with from high above the ground.

Though his journey has been a difficult one, he remains determined and unstoppable. He faces each day with a positive attitude, knowing the sky will see him through. Despite the challenges, Jack knows he’ll always have the superpower of flight.",stop
62,20,man,flight,Imagine a complete and detailed description of a 20-year-old man fictional character who has the superpower of flight. Write out the entire description in a maximum of 100 words in great detail:,"20, man, flight","

This 20-year-old man stands an impressive 6 feet tall with a lean and muscled build. A strong sense of purpose radiates from his hazel eyes and a playful smile sits on his lips. His dark hair is cut short at the sides and slightly longer and styled on top. He embraces his power, confident and proud of his superhuman ability to fly. With a single thought, he can propel himself into the sky, leaving the regular world behind and soaring through the clouds. He shifts and contorts his body in breathtaking acrobatic movements while exploring the skies. His power gives him a sense of connection with the universe, and he feels most alive midair. He loves the challenge of mastering flight and exciting possibilities it presents.",stop
63,20,woman,invisibility,Imagine a complete and detailed description of a 20-year-old woman fictional character who has the superpower of invisibility. Write out the entire description in a maximum of 100 words in great detail:,"20, woman, invisibility","

This 20-year-old woman appears to be an ordinary young adult, but holds a unique power–invisibility. From her small stature and delicate features to her shoulder-length dark hair, she looks like any average woman in her late teens. Privately she has sharp sapphire eyes hiding beneath heavy lashes and a hidden laugh that bubbles up from somewhere deep inside when she's about to be taken by surprise. Her superpower of invisibility means she can go anywhere, be anyone, and has access to almost anything. Despite her great power, she remains humble and uses her gifts for good, protecting those she loves and ensuring justice is served.",stop
64,20,woman,invisibility,Imagine a complete and detailed description of a 20-year-old woman fictional character who has the superpower of invisibility. Write out the entire description in a maximum of 100 words in great detail:,"20, woman, invisibility","

This 20-year-old woman stands 5 feet 7 inches tall and has an athletic figure. She has long wavy auburn hair, with deep hazel eyes that sparkle with curiosity. Her skin is smooth and lightly tanned, and she has a friendly smile that exudes confidence. Her superpower of invisibility is not an absolute, but instead grants her the ability to mask her presence, making her nearly undetectable to even the most observant of individuals. When using her power, she can move with great speed and agility, allowing her to maneuver and even fly. Her skills make her a powerful asset for any team who has the privilege of having her on their side.",stop
65,20,woman,invisibility,Imagine a complete and detailed description of a 20-year-old woman fictional character who has the superpower of invisibility. Write out the entire description in a maximum of 100 words in great detail:,"20, woman, invisibility"," 

Daniela is a 20-year-old woman with auburn hair and striking green eyes. Although she is small in stature, Daniela is confident and brave. Her superpower is invisibility, allowing her to become one with the shadows, opening up possibilities like espionage and stealth fighting. Despite her power, she's reluctant to use it unless absolutely necessary and instead chooses to use it to help the people who need it most while avoiding those who take advantage. She is compassionate and strong-willed, with a sharp wit and a willingness to challenge unjust systems. As a superhero, she is protectorate of the city and a hero to many.",stop
66,20,woman,read in the thoughts,Imagine a complete and detailed description of a 20-year-old woman fictional character who has the superpower of read in the thoughts. Write out the entire description in a maximum of 100 words in great detail:,"20, woman, read in the thoughts","

This 20-year-old woman is a superhero with a unique superpower - she can read minds. She can sense people's thoughts, gain insight into their innermost feelings, and determine their deepest secrets. Her short, jet-black hair, pale skin, and striking blue eyes all add to the mysteriousness of her demeanour. She is confident and determined while retaining an aura of quiet tranquility, appearing to almost float with the ease and poise of an acrobat when she moves around a room. Despite her powers, she is a humble and thoughtful individual with a kind heart and a compassionate nature.",stop
67,20,woman,read in the thoughts,Imagine a complete and detailed description of a 20-year-old woman fictional character who has the superpower of read in the thoughts. Write out the entire description in a maximum of 100 words in great detail:,"20, woman, read in the thoughts","

Clara is a 20-year-old woman with beautiful, dark hair cascading down her back. She has piercing blue eyes and bronzed skin, which give her a mysterious yet elegant look. She always wears a hint of dark lipstick, and a peaceful and gentle smile. Her superpower is the ability to read other peoples' thoughts. She rarely uses it though, as she values privacy and understanding of others, but it has come in handy in certain situations. Her superpower, combined with her intelligent and kind-hearted nature, make her a valuable friend and companion to have.",stop
68,20,woman,read in the thoughts,Imagine a complete and detailed description of a 20-year-old woman fictional character who has the superpower of read in the thoughts. Write out the entire description in a maximum of 100 words in great detail:,"20, woman, read in the thoughts","

Lexi is a 20-year-old woman with a superpower of being able to read people's thoughts. She is short with curly brown hair and bright blue eyes that stand out in the room. She wears comfortable clothes, usually jeans and a tank top, and prefers sneakers to dressy shoes. Her smile is infectious and her laugh is contagious, often making people more comfortable around her. Lexi is also a very intuitive person, often able to pick up on what people are going through without them having to say anything. She loves spending time outside, exploring nature and finding peace within it. While her superpower can come in handy at times, it can also be quite overwhelming for her, especially when it seems like everyone's thoughts are competing for her attention.",stop
69,20,woman,turning lead into gold,Imagine a complete and detailed description of a 20-year-old woman fictional character who has the superpower of turning lead into gold. Write out the entire description in a maximum of 100 words in great detail:,"20, woman, turning lead into gold","

This 20-year-old woman stands at 5'4 and has a slender, yet muscular build. She has long dark brown hair, dark brown eyes and porcelain-like skin. She often wears modest, business-like attire - pantsuit, gloves and sensible shoes. She carries herself with confidence and grace, never betraying the magnitude of her superpower. With a single thought, she is able to turn lead into gold. Although she uses her superpower responsibly, she yearns for a life without it; a life of a normal twenty-year-old. However, her strength, determination and ability to remain focused has led her to embrace her superhuman gift and use it for the betterment of her community.",stop
70,20,woman,turning lead into gold,Imagine a complete and detailed description of a 20-year-old woman fictional character who has the superpower of turning lead into gold. Write out the entire description in a maximum of 100 words in great detail:,"20, woman, turning lead into gold","

A young woman of twenty, with a petite frame, yet a stern presence, strides deliberately through a crowd. Her gaze is confident and captivating, her fair skin holds a luminescent shimmer, and her dark, wavy hair is quite striking. She wears a simple but luxurious burgundy dress, while her dark eyes sparkle with a mysterious power. Known as Alchemist Queen, she can transform lead into gold with but a thought, an amazing power beyond mortal limits. Her courage and generosity towards the less fortunate often has her aiding the oppressed with her incredible gifts. Her strength of character and kindness make her a beacon of hope for many.",stop
71,20,woman,turning lead into gold,Imagine a complete and detailed description of a 20-year-old woman fictional character who has the superpower of turning lead into gold. Write out the entire description in a maximum of 100 words in great detail:,"20, woman, turning lead into gold","

At 20 years old, she stands tall and proud with a slender build but toned muscle. She has deeply tanned skin, light hazel eyes, and wavy strawberry blonde hair that is usually kept in a long braid down her back. She loves wearing blue jeans and plain cotton t-shirts that bring out the warm tones of her skin and hair. 

Walking through the city, she carries a mysterious air about her and carries with her the knowledge that she can turn lead into gold with her superpower. This newfound ability brings both surprise and awe to those who witness this impossible feat. 

Although her strength lies in her superpower, it is her courage, bravery and determination that drives her various adventures. She is a fierce warrior and her superpower is her greatest weapon.",stop
72,20,woman,immortality,Imagine a complete and detailed description of a 20-year-old woman fictional character who has the superpower of immortality. Write out the entire description in a maximum of 100 words in great detail:,"20, woman, immortality","

The 20-year-old woman stands at 5'6 with wavy auburn hair down to her shoulders. Her captivating blue eyes often reflect her inner strength and courage. Her beauty is only further highlighted by her porcelain skin and nuanced facial features. She has a will to match her strength, coupled with the resilience of her gift of immortality. Her body has no physical age and thus no visible signs of aging, allowing her to use her gift of resilience to empower others. Although unable to physically die, she is able to feel emotions deeply and connect with those around her on a unique and spiritual level. Overall, she wields her gift of immortality to better the world.",stop
73,20,woman,immortality,Imagine a complete and detailed description of a 20-year-old woman fictional character who has the superpower of immortality. Write out the entire description in a maximum of 100 words in great detail:,"20, woman, immortality","

She is a 20-year-old woman of medium height and long, dark hair that falls naturally in gentle waves past her shoulders. She has strong features and full lips, her appearance betraying a mischievous and daring spirit beneath. She wears a black bodysuit with silver chain link patterns that catch the light like a shimmering curtain, matching the glint of mischief in her intense cinnamon-brown eyes. Her superpower of immortality frames her with an indefatigable aura, and with the undying resilience it bestows, she is an unyielding force ready to face whatever dare she is presented with.",stop
74,20,woman,immortality,Imagine a complete and detailed description of a 20-year-old woman fictional character who has the superpower of immortality. Write out the entire description in a maximum of 100 words in great detail:,"20, woman, immortality","

Natalya is a 20 year old woman with the power of immortality. She appears to be the same age as her immortal body cannot age. Her long brown hair hangs in loose curls around her shoulders. Her bright eyes are a deep shade of emerald and she looks at the world with a wise knowledge of its secrets. Her body is slim and petite and she moves gracefully as if dancing a timeless tune. Her style is minimal yet timeless – she prefers natural fabrics in soft pinks, blues, and whites. Natalya is a gentle force of nature, comfortable in her presence and embracing her ability. Though her gift may seem like a curse at times, she looks at life with an eternal perspective.",stop
75,20,woman,telepathy,Imagine a complete and detailed description of a 20-year-old woman fictional character who has the superpower of telepathy. Write out the entire description in a maximum of 100 words in great detail:,"20, woman, telepathy","

Claudia is a 20-year-old cow girl from Texas with long brown hair and bright blue eyes. She has a slim figure and stands at 5 feet 6 inches tall. Her superpower of telepathy allows her to read people's thoughts and understand their feelings. She can detect what others are thinking and can send her own thoughts and emotions out to others. She can also use the power to control and manipulate people's minds, though she rarely uses this ability. Claudia is a kind, thoughtful and loyal person who uses her powers to help others and protect them. With her trusty lasso and superpowers, she is a hero to many.",stop
76,20,woman,telepathy,Imagine a complete and detailed description of a 20-year-old woman fictional character who has the superpower of telepathy. Write out the entire description in a maximum of 100 words in great detail:,"20, woman, telepathy","

Feisty and striking, this 20 year-old woman holds a special power - the ability to read minds. Her passion-filled brown eyes peer out behind curly dark brown hair, and pale pink lips form a mischievous smile as she watches the world. With her slim figure and athletic build, she is a force to be reckoned with. Her powerful telepathy allows her to know the thoughts and feelings of others, which she often uses to outwit them. Her courage and intelligence make her capable of great deeds, a superhero in her own right.",stop
77,20,woman,telepathy,Imagine a complete and detailed description of a 20-year-old woman fictional character who has the superpower of telepathy. Write out the entire description in a maximum of 100 words in great detail:,"20, woman, telepathy","

Mia is a 20-year-old woman with long, wavy black hair and dark, mysterious eyes. She has a small, slim figure and stands at 5'3 tall. She is a powerful telepathic with the ability to read and control the thoughts of others. Her main gift is that she can implant certain thoughts in the minds of others and also use her powers to enter someone's dreams. With her telepathic abilities, Mia can sense when someone is in trouble and needs her help. She is fearless and determined when it comes to protecting the vulnerable. She is smart and has a sharp wit; she never knows when to stop and often manages to pull herself out of tricky situations.",stop
78,20,woman,teleport,Imagine a complete and detailed description of a 20-year-old woman fictional character who has the superpower of teleport. Write out the entire description in a maximum of 100 words in great detail:,"20, woman, teleport","

 Meet Erica – a confident, adventurous 20-year old woman with the unique superpower to teleport. Her full lips, sparkling hazel eyes, bronzed skin, and long wavy hair are matched only by her sharp wit and warm enthusiasm. She wears her own unique style, mixing and matching bright colors with modern cuts to create fun and edgy looks. Erica loves to explore and discover, both near and far – even taking the occasional spontaneous journey as she zooms away in an instant, moving from place to place in the blink of an eye. She’s never one to back down from a challenge, always ready to take on any new adventure that comes her way.",stop
79,20,woman,teleport,Imagine a complete and detailed description of a 20-year-old woman fictional character who has the superpower of teleport. Write out the entire description in a maximum of 100 words in great detail:,"20, woman, teleport","

She stands tall at 5’8"" with porcelain skin and long, silky black hair. She wears a navy blue jumpsuit that belies her mysterious power. Her eyes are a bright gold-tinged brown that shine brightly even in the darkest night. Her delicate features are mesmerizing, and though she moves gracefully through the world, there’s a hidden strength lurking beneath her air of serenity.

At just 20, she has the power to teleport from one place to another at will, allowing her to cover great distances in mere seconds. This power has put her in league with some of the world’s strongest heroes and villains, as she does her best to use her powers for good. Her sense of adventure and daring are only matched by her courage, and she’s ready to go wherever the wind will take her.",stop
80,20,woman,teleport,Imagine a complete and detailed description of a 20-year-old woman fictional character who has the superpower of teleport. Write out the entire description in a maximum of 100 words in great detail:,"20, woman, teleport","

The woman was 20 years old. She had a slender build and medium-length, strawberry blonde hair. Her face held a steel-eyed gaze and a furrowed brow, conveying a feeling of worry and power. Her composure was intense and intimidating. She wore a black leather duster and heavy boots, her body silhouetted with a ruggedness and strength. Her power was that of teleportation, a manipulation of the space around her to transport her to another location. She was almost constantly surrounded by a soft blue light, which seemed to blur and bend in her presence. When she used her power, rays of blue light shot from her hands or eyes and suddenly she would vanish.",stop
81,20,woman,flight,Imagine a complete and detailed description of a 20-year-old woman fictional character who has the superpower of flight. Write out the entire description in a maximum of 100 words in great detail:,"20, woman, flight","

Mei was a twenty year old with an unrestrained sense of adventure. Her long, dark hair and chocolate colored eyes gave her an air of mysteriousness. She was mischievous and easy to laugh, always seeking out new and intriguing experiences. The unique feature that set her apart was her superpower of flight. She could soar high in the sky, reaching speeds higher than the clouds. Sometimes she felt as if she could go anywhere in a few moments, giving her the freedom to be wherever she wanted. Her power was manifested in her graceful movements, her delicate wings grandly unfurling to reveal a beautiful set of feathers. Her ability granted her an incomparable sensation of power and freedom that she constantly sought out.",stop
82,20,woman,flight,Imagine a complete and detailed description of a 20-year-old woman fictional character who has the superpower of flight. Write out the entire description in a maximum of 100 words in great detail:,"20, woman, flight","

Standing five foot seven, Daisy is a vibrant twenty-year-old with a flair for adventure. Her long, curly brown hair cascades past her shoulders and her large, almond-shaped brown eyes are full of life. Daisy has a slim physique, toned from her years of flight.

Her superpower is flight. She is able to soar through the air effortlessly, sometimes even reaching supersonic speeds. Her control is unparalleled, allowing her to efficiently maneuver in tight spots.

In her free time, Daisy loves to explore and discover the beauty of the world around her. She never gets too far from home, though, as her heart is always drawn back to her loved ones.

Daisy has the courage to use her powers for the greater good, never shying away from a challenge, or a thrilling flight.",stop
83,20,woman,flight,Imagine a complete and detailed description of a 20-year-old woman fictional character who has the superpower of flight. Write out the entire description in a maximum of 100 words in great detail:,"20, woman, flight","

This 20-year-old woman stands a tall 5'8 with long brown hair cascading down her back, framing a delicate face with soft features like honey-colored eyes and a kind smile. She's a picture of grace, strength and confidence in her white jumpsuit and leather boots. Her superpower of flight gives her an effortless and elegant way of floating through the air like a bird with transformative speed and agility. Her air flights are known to be both beautiful and dangerous, as she takes risks and challenges the laws of gravity with vigor and excitement. She is a symbol of inspiration, courage, and dynamism.",stop
84,30,man,invisibility,Imagine a complete and detailed description of a 30-year-old man fictional character who has the superpower of invisibility. Write out the entire description in a maximum of 100 words in great detail:,"30, man, invisibility","

This 30 year old man stands at 6 feet tall, with strong muscular build. He has a stubbly beard, short tousled brown hair, and bright blue eyes. He is wearing a navy blue v neck shirt and khaki coloured cargo shorts, along with a pair of running shoes.

His superpower of invisibility grants him the ability to turn invisible at will. He can spend up to ten minutes invisible at a time and can occasionally adjust the range of his invisibility to affect multiple people or objects. As a result, he can become a master of stealth and surprise. His body and possessions are all affected by his invisibility, enabling him to sneak past and observe any situation unnoticed.",stop
85,30,man,invisibility,Imagine a complete and detailed description of a 30-year-old man fictional character who has the superpower of invisibility. Write out the entire description in a maximum of 100 words in great detail:,"30, man, invisibility","

He was a 30-year-old man with a decent build, standing at around 6’0 with a slightly lean figure. He wore a plain face, with deep set eyes and tanned skin. His short, dark hair only added to his plain yet handsome appearance. He had a power that not many people possessed, the power of invisibility. He could turn invisible at will and was able to tap into his surroundings undetected. His power allowed him to blend into the shadows and move around without being noticed, giving him an edge and an advantage in many situations.",stop
86,30,man,invisibility,Imagine a complete and detailed description of a 30-year-old man fictional character who has the superpower of invisibility. Write out the entire description in a maximum of 100 words in great detail:,"30, man, invisibility","

Phillip is a 30-year-old man with tousled brown hair and piercing blue eyes. His fit and athletic physique coupled with his confident, outgoing nature makes him one of the most popular and attractive figures in town. He is an affable, charismatic person that can make anyone feel at ease in even the most uncomfortable of situations, and this helps him with his unique superpower of invisibility. He can make himself and his surroundings completely invisible for the duration of five minutes at any given point of the day -- a trait that he has developed over the course of several years. Although he does not abuse his invisibility, he is apt to use it in times of need and take advantage of it when he may be in tricky situations.",stop
87,30,man,read in the thoughts,Imagine a complete and detailed description of a 30-year-old man fictional character who has the superpower of read in the thoughts. Write out the entire description in a maximum of 100 words in great detail:,"30, man, read in the thoughts","

A thirty-year-old man stands tall, clearly aware of his superpower. His thick, dark hair hangs messily around a handsome face. His deep brown eyes shimmer with intensity and knowledge, as if he can see what lies beyond this world. He wears a well-tailored suit, a crisp white shirt and a perfectly knotted tie. His superpower of reading minds gives him an edge, allowing him to anticipate the thoughts and actions of others. He’s unerringly accurate, providing the key to his greatest strength – the ability to plan ahead at lightning speed. As he moves through the world, he exudes strength and power, a reflection of his unique talent. He is confident and ready to take on any challenge.",stop
88,30,man,read in the thoughts,Imagine a complete and detailed description of a 30-year-old man fictional character who has the superpower of read in the thoughts. Write out the entire description in a maximum of 100 words in great detail:,"30, man, read in the thoughts","

At 30 years old, Rob stands 6'2"" tall and possesses a lean muscular frame, brownish green eyes, a confident and warm smile, and an open-minded attitude. He has the superpower to read the thoughts of others, which contributes to his unique and extroverted personality. Rob is an excellent communicator and enjoys connecting with those around him. His passion lies in taking action and helping others. He strives to use his abilities for the greater good. He is empathetic, intelligent and successful, making him a valuable asset to his community and a beloved friend to many.",stop
89,30,man,read in the thoughts,Imagine a complete and detailed description of a 30-year-old man fictional character who has the superpower of read in the thoughts. Write out the entire description in a maximum of 100 words in great detail:,"30, man, read in the thoughts","

He is a thirty year-old man with a strong demeanor. His sandy blonde hair is cut close to his head and his deep brown eyes are intense and never idle. He has an athletic build, standing at six feet tall. He wears plain clothes that are comfortable and non-threatening. He seems to understand people’s feelings and often has an insightful reaction to a given situation. Few know the truth about him, for he has the superhuman ability to read people’s thoughts and feelings. He is able to connect with almost anyone and see the world from different perspectives. He often uses this power to help those in need and is one of the bravest individuals you will ever meet.",stop
90,30,man,turning lead into gold,Imagine a complete and detailed description of a 30-year-old man fictional character who has the superpower of turning lead into gold. Write out the entire description in a maximum of 100 words in great detail:,"30, man, turning lead into gold","

This 30-year-old man is tall, with tanned skin and a shock of thick black hair. His green eyes sparkle with mischief and he often wears a sly grin. He has an air of confidence that hints at his amazing ability to create gold. He has a muscular physique, acquired from his practice in alchemy. His secret superpower is to turn lead into gold with a single touch. With just a wave of his hand and a few spoken words, he can create rare and beautiful gold coins that hold real value. His mysterious power has made him a legend in his community and the fascination of many.",stop
91,30,man,turning lead into gold,Imagine a complete and detailed description of a 30-year-old man fictional character who has the superpower of turning lead into gold. Write out the entire description in a maximum of 100 words in great detail:,"30, man, turning lead into gold","

This 30-year-old man stands 6 feet tall with a wiry build. He has golden-brown hair, deep brown eyes and a sharply angled face. He wears a black leather jacket with a white t-shirt and dark jeans. He carries himself with easy confidence. He possesses a unique superpower, the ability to turn lead into gold. He can simply touch a piece of lead and it instantly turns into gold. He enjoys using his power to help those in need and to turn around some of life's struggles. He is a kindhearted soul with a kind demeanor, and always has a sparkle in his eye.",stop
92,30,man,turning lead into gold,Imagine a complete and detailed description of a 30-year-old man fictional character who has the superpower of turning lead into gold. Write out the entire description in a maximum of 100 words in great detail:,"30, man, turning lead into gold","

John is a 30-year-old man with a very extraordinary superpower--he can turn lead into gold with just a single touch of his hand. His shoulder-length dark hair and bright blue eyes make him appear as though he stepped out of a fairy tale. He's not overly muscular, but his lean and slender build show that he is quite energetic and active. He usually wears a white T-shirt with a blue jean jacket and pants. Despite having an impressive superpower, John is quite humble and gentle. He always tries to make sure that no one abuses his ability and that it serves a purpose. His superpower is both a blessing and a curse, but he's found a way to make it useful and help those in need.",stop
93,30,man,immortality,Imagine a complete and detailed description of a 30-year-old man fictional character who has the superpower of immortality. Write out the entire description in a maximum of 100 words in great detail:,"30, man, immortality","

He stands tall and proud at 6ft 4in with a strong, athletic frame. His features are striking and angular, with dark eyes that appear to peer deep into your soul and a chiseled jaw. His dark brown hair is cut short, but with a hint of length in the fringe. He is exuberant and energetic, embracing each challenge with a rugged determination and an unwavering courage that stems from his unlimited ability to live forever. His clothing is simple, practical and well-fitted, both stylish and utilitarian. His power of immortality has enabled him to lead a life of spontaneity, allowing him to seize any opportunity that life has presented him with. No challenge too great, nor danger too fierce; his courage and character remain undeterred.",stop
94,30,man,immortality,Imagine a complete and detailed description of a 30-year-old man fictional character who has the superpower of immortality. Write out the entire description in a maximum of 100 words in great detail:,"30, man, immortality","

At 30 years old, he is a tall, strong man with sharp features and deep, emerald eyes. His hair is cut short and he is clean-shaven, only wearing a five o'clock shadow in the evenings. He is dressed casually in a T-shirt and jeans and wears black leather boots. His superpower of immortality grants him an everlasting youth no matter how much time passes, allowing him to stay as young and as healthy as ever. He is always driven, never losing sight of his ambitious goals. Despite being immortal, he is an ordinary man with a passionate heart and an unwavering determination.",stop
95,30,man,immortality,Imagine a complete and detailed description of a 30-year-old man fictional character who has the superpower of immortality. Write out the entire description in a maximum of 100 words in great detail:,"30, man, immortality"," 

This character is a 30-year old man possessing immortality - he cannot age, be harmed, or die due to his powerful ability. He has an athletic build, average height and incredibly defined and toned physique. He has a shaved head and finely chiseled features with a square jaw and strong cheekbones. His eyes are a piercing and alluring hazel color and are framed by a few dark tattoos along the temples. His gaze is constantly shifting, as though his mind is processing a million thoughts a second. He is confident and fearless, and always ready to take on any challenge. Though it is rare, if he finds himself in a difficult situation, his power of immortality aids him in escaping and enduring whatever dangers come his way.",stop
96,30,man,telepathy,Imagine a complete and detailed description of a 30-year-old man fictional character who has the superpower of telepathy. Write out the entire description in a maximum of 100 words in great detail:,"30, man, telepathy","

This 30-year old man has a tall, athletic build and strong arm muscles from his pastime of rock climbing. His green eyes are intense and wise with age, capable of understanding exactly what others are thinking. His shoulder-length brown hair is always lightly disheveled, as if his mind is already elsewhere. His most remarkable ability is telepathy; he can choose to hear the thoughts of any person around him or to focus on one in particular. He uses this power to further his causes, helping others and solving problems with a quick and accurate perception.",stop
97,30,man,telepathy,Imagine a complete and detailed description of a 30-year-old man fictional character who has the superpower of telepathy. Write out the entire description in a maximum of 100 words in great detail:,"30, man, telepathy","

Miles is 30 years old, slim and tall, with an aquiline nose, thick black hair and warm brown eyes that hint at his inner power. His intense gaze often leaves people feeling inexplicably uncomfortable. His superpower of telepathy is a little known fact, so far he has only used it to help people in need by reading their minds and feelings, and providing them with the comfort and understanding they need. His booming baritone projects confidence and he carries himself with a dignified air. He often donates his time to charities, lending a listening ear to those less fortunate than himself.",stop
98,30,man,telepathy,Imagine a complete and detailed description of a 30-year-old man fictional character who has the superpower of telepathy. Write out the entire description in a maximum of 100 words in great detail:,"30, man, telepathy","

John is a 30-year-old telepathic superhero. He stands 6’2” tall, has broad shoulders and muscular arms. His dark brown hair is always immaculately styled, and he has deep green eyes that seem to look through you. John prides himself on always having an outfit that looks perfect, from his dress shoes to his crisp white collared dress shirt. His superpower manifests itself in that he can read the thoughts of anyone around him. With that, he can protect the city from any danger it faces, and he always knows what's going on before anyone else. He never takes his power for granted and constantly strives to use it for the greater good, no matter what the cost may be.",
99,30,man,teleport,Imagine a complete and detailed description of a 30-year-old man fictional character who has the superpower of teleport. Write out the entire description in a maximum of 100 words in great detail:,"30, man, teleport","

He is a 30-year-old man with wavy, dark hair, electric blue eyes, and a lean, muscular body. He wears a black leather jacket and a grey shirt. His superpower is the ability to teleport himself, or transport any object or person from one location to another, instantly. With a simple thought and gesture, he can set his destination and appear there in the blink of an eye. He also has an enhanced speed, strength, and agility that allows him to access tight spots and surpass obstacles easily. He has a natural charisma, but can be quite stubborn. He has a kind and understanding heart, but isn't afraid to use his powers if the situation calls for it.",stop
100,30,man,teleport,Imagine a complete and detailed description of a 30-year-old man fictional character who has the superpower of teleport. Write out the entire description in a maximum of 100 words in great detail:,"30, man, teleport","

He stands tall and confident, his wavy brown hair styled in a clean cut, his hazel eyes gleaming eagerly. His skin has a faint tan, and his face has a smooth texture for a 30-year-old man. Backpack slung over his shoulder, his fitted olive jacket exposes his many tattoos. 

Miles away from home and family, he spends his days helping those in need, using his superhuman power of teleportation to appear anywhere on demand. His clothing and bags are always neatly packed, with snacks, energy bars, and a trick or two thrown in for fun. He is always ready for his next adventure.",stop
101,30,man,teleport,Imagine a complete and detailed description of a 30-year-old man fictional character who has the superpower of teleport. Write out the entire description in a maximum of 100 words in great detail:,"30, man, teleport","

He stands at 6ft 2in tall, his brown hair chopped short, and his strong jaw topped with a well-manicured beard that masks more than a few signs of wear and tear. His green eyes reflect wisdom and experience. He is a 30-year-old man of great intellect, strength and agility; a man who's seen it all. His superpower of teleportation allows him to traverse tremendous distances in the blink of an eye. His combat training ensures his protection in any given situation. He is a kind, brave and determined individual who will stop at nothing to carry out justice and protect those in need.",stop
102,30,man,flight,Imagine a complete and detailed description of a 30-year-old man fictional character who has the superpower of flight. Write out the entire description in a maximum of 100 words in great detail:,"30, man, flight","

He stood 6 foot 5 inches tall, with broad shoulders and a slim frame. His jet-black hair was long and well-kept, cascading down to his shoulders in soft waves. His eyes were a brilliant china blue, and always seemed to sparkle with a glow. His facial features were sharp and striking, and always seemed to reflect a hidden strength. The 30-year-old's superpower of flight was hard to deny, with the wings sprouting out of his back and often shimmering in the sunlight. Even when stationary, his energy seemed to crackle around him with sheer power. He was a proud figure, proud of his power, and confident in his ability to use it for the betterment of the world.",stop
103,30,man,flight,Imagine a complete and detailed description of a 30-year-old man fictional character who has the superpower of flight. Write out the entire description in a maximum of 100 words in great detail:,"30, man, flight","

This is Jeremiah, a 30-year-old with a slim but athletic build, fair skin, blue eyes, and dark brown hair. He has a mysterious and confident air about him, and he's been blessed with the incredible superpower of flight. He can soar above the clouds and circle the globe in mere moments, feeling the freedom of the air and the power of ultimate control of his movements. Jeremiah loves to help people who can't help themselves, and he often uses his power to aid those in need. His superhuman strength and speed make him an excellent warrior, and he's always prepared to confront evil and stand up for justice.",stop
104,30,man,flight,Imagine a complete and detailed description of a 30-year-old man fictional character who has the superpower of flight. Write out the entire description in a maximum of 100 words in great detail:,"30, man, flight","

William is a 30-year-old man with the superpower of flight. He stands 6 feet tall and is rather lanky with a hint of muscle definition under his close-fit clothing, symbolizing his athletic lifestyle. His brown eyes always seem thoughtful and intense, and his bronze, Euro-African complexion alludes to his mixed heritage. He has short cropped dark hair with sprinkles of grey and a pleasant, kind face. When he takes to the sky, his flying is graceful and awe-inspiring, with soaring loops and dizzying stunts. He uses this power to not only fly himself around, but also to rescue those in danger, or help those in need.",stop
105,30,woman,invisibility,Imagine a complete and detailed description of a 30-year-old woman fictional character who has the superpower of invisibility. Write out the entire description in a maximum of 100 words in great detail:,"30, woman, invisibility","

A 30-year-old woman with bright blue eyes and long auburn hair, she is the ultimate superhero — with the superpower of invisibility. She stands 5’5’’ with a slender but powerful physique that suits her natural athleticism. Her smile is bright, contagious and inviting, with a strong sense of justice and a tenacious work-ethic that helps her strive to uphold fairness in her city. Unbeknownst to anyone, this mysterious woman is able to use her superpower to move through crowds unnoticed. She is a stealthy, silent and disruptive force - an unstoppable hero, who will come to rely on her strength, cleverness and bravery, where no one else can.",stop
